"custID","gender","state","cardholder","balance","numTrans","numIntlTrans","creditLine","fraudRisk"
331,2,36,1,13544,12,0,15,0
332,1,48,1,0,48,4,6,0
333,1,23,1,0,3,1,3,0
334,1,10,1,0,81,28,3,0
335,2,4,1,6000,15,0,5,0
336,1,35,1,5526,1,0,11,0
337,2,39,2,2061,18,0,5,0
338,1,21,1,6000,12,6,5,0
339,1,23,1,5036,100,9,11,0
340,2,36,1,0,94,4,5,0
341,2,47,1,1555,24,5,9,0
342,1,20,1,0,13,0,2,0
343,2,5,1,4956,25,0,15,0
344,1,10,1,7000,8,8,6,0
345,2,26,1,0,39,0,3,0
346,1,2,1,6642,100,4,7,0
347,1,12,1,0,15,0,6,0
348,1,32,1,6000,99,6,5,0
349,2,41,1,6659,12,0,7,0
350,1,35,1,4000,8,8,3,0
351,2,44,1,7000,25,0,6,0
352,2,5,1,1407,12,0,2,0
353,2,1,1,8422,13,0,14,0
354,1,35,1,3000,11,0,2,0
355,1,10,1,2882,20,5,7,0
356,1,35,1,4000,11,5,3,0
357,1,11,1,8000,20,0,7,0
358,2,26,2,1821,47,4,32,0
359,2,24,1,14000,12,0,13,0
360,2,25,1,51,3,0,4,0
361,1,41,1,0,3,8,3,0
362,1,5,1,3000,86,2,2,0
363,2,26,1,4159,34,0,5,0
364,1,15,1,0,3,12,6,0
365,2,39,1,4746,12,0,5,0
366,1,22,1,5000,18,7,4,0
367,1,29,1,6919,67,0,23,1
368,2,31,1,0,4,1,6,0
369,1,39,1,4008,18,0,13,0
370,2,31,1,173,10,0,45,0
371,1,2,1,7222,13,0,9,0
372,1,20,1,4000,4,0,3,0
373,1,29,1,3551,20,0,6,0
374,2,4,1,4000,44,0,3,0
375,1,26,1,4000,6,0,3,0
376,1,35,1,3526,8,0,7,0
377,1,2,1,1724,12,0,6,0
378,1,20,1,0,8,0,6,0
379,1,34,1,7000,24,0,6,0
380,1,16,1,6963,81,3,21,1
381,1,15,1,1435,5,0,4,0
382,2,44,1,10000,9,0,9,0
383,1,47,1,5000,4,0,4,0
384,2,44,1,5000,15,0,4,0
385,2,48,1,583,26,0,4,0
386,1,18,1,3193,29,0,5,0
387,1,5,1,0,56,0,7,0
388,1,22,1,7625,9,23,15,0
389,1,11,1,9000,8,1,8,0
390,1,39,1,352,29,0,7,0
391,1,33,1,5974,27,9,12,0
392,1,10,1,15000,42,8,14,0
393,1,7,1,2246,17,0,3,0
394,1,5,1,1228,8,32,6,0
395,1,35,1,7365,12,0,8,0
396,1,48,1,5000,4,6,4,0
397,2,35,1,0,7,0,6,0
398,1,5,1,571,2,0,6,0
399,2,39,1,4000,15,0,3,0
400,1,36,1,3000,62,0,2,0
401,1,39,1,0,48,0,6,0
402,2,29,1,4849,8,4,4,0
403,2,37,1,5148,50,0,6,0
404,2,45,1,0,12,0,3,0
405,2,5,1,12000,36,6,11,1
406,1,44,1,0,20,0,7,0
407,2,10,2,4000,4,0,3,0
408,1,39,1,5530,12,1,11,0
409,2,36,1,2663,5,0,16,0
410,1,43,1,0,100,13,3,0
411,1,5,1,4536,39,0,6,0
412,2,45,1,3210,16,0,5,0
413,2,35,1,3000,35,14,2,0
414,1,23,1,3000,20,0,2,0
415,1,15,1,5000,6,12,4,0
416,1,4,1,1211,8,0,2,0
417,1,32,1,0,30,3,6,0
418,2,4,1,18470,59,0,31,1
419,1,5,1,8000,30,0,7,0
420,1,34,1,0,19,0,3,0
421,1,39,1,6760,100,0,25,0
422,1,32,1,0,16,5,5,0
423,1,15,1,2053,30,0,42,0
424,2,13,1,12280,100,0,32,1
425,1,44,1,0,16,1,2,0
426,2,44,1,3370,24,1,5,0
427,2,32,1,14322,4,3,23,0
428,2,15,1,0,10,0,4,0
429,2,46,1,0,64,0,18,0
430,1,36,1,10166,55,52,13,0
431,2,29,1,4289,54,0,4,0
432,1,7,1,0,49,0,3,0
433,2,50,1,1267,19,10,1,0
434,1,8,1,2006,3,0,6,0
435,1,4,1,0,7,0,5,0
436,2,48,1,0,68,0,3,0
437,1,11,1,3046,6,1,5,0
438,1,14,1,4000,17,2,3,0
439,1,5,1,3065,19,0,5,0
440,1,44,1,11285,33,0,23,0
441,1,29,1,543,86,0,9,0
442,1,16,2,10000,4,0,9,0
443,2,23,1,0,10,0,20,0
444,2,4,1,5000,15,4,4,0
445,1,10,1,3000,4,0,2,0
446,1,43,1,3367,9,7,14,0
447,1,35,1,4000,16,0,3,0
448,1,29,1,5000,85,0,4,0
449,1,35,1,6881,23,0,55,0
450,1,25,1,0,100,0,5,0
451,1,24,1,10025,15,0,13,0
452,2,11,1,9382,5,8,13,0
453,1,17,1,8000,55,0,7,0
454,1,4,1,4857,38,0,6,0
455,1,45,1,0,40,0,2,0
456,2,10,1,6000,32,0,5,0
457,2,44,1,3031,30,0,12,0
458,2,28,1,0,66,9,3,0
459,1,4,1,14187,5,0,17,0
460,1,14,1,0,8,8,3,0
461,1,5,1,0,28,2,4,0
462,2,36,1,0,10,0,75,1
463,1,25,1,0,14,0,7,0
464,2,29,1,6000,100,0,5,0
465,2,5,1,4000,8,0,3,0
466,1,16,1,5000,11,0,4,0
467,2,36,1,0,7,0,2,0
468,1,49,1,4000,71,0,3,0
469,2,4,1,5000,100,1,4,0
470,2,48,1,0,15,0,4,0
471,2,1,1,8330,23,0,8,0
472,1,24,1,0,25,3,5,0
473,1,19,1,0,92,2,5,0
474,2,10,1,319,8,6,3,0
475,2,44,1,3000,17,0,2,0
476,2,15,1,3000,8,4,2,0
477,2,29,1,9000,12,0,8,0
478,1,5,1,4000,51,0,3,0
479,2,5,1,0,8,0,6,0
480,2,10,1,6000,21,2,5,0
481,2,48,1,3000,71,7,2,0
482,1,10,1,10000,14,17,9,0
483,1,44,1,3030,7,0,6,0
484,2,39,1,1764,23,3,3,0
485,2,25,1,0,5,0,6,0
486,1,28,1,4098,26,0,18,0
487,2,38,1,13755,23,0,18,1
488,2,44,1,3714,6,0,4,0
489,1,5,1,9629,23,2,30,0
490,1,35,1,0,12,0,5,0
491,2,23,1,17847,11,0,57,1
492,2,10,1,6000,26,29,5,1
493,2,46,1,0,91,7,3,0
494,1,10,1,5000,14,0,4,0
495,2,44,1,3000,33,1,2,0
496,1,36,1,4000,9,0,3,0
497,2,11,1,6186,20,0,13,0
498,1,48,1,0,32,0,5,0
499,1,5,1,6598,13,2,12,0
500,2,4,1,4000,40,1,3,0
501,2,32,1,4000,21,5,3,0
502,1,39,1,860,1,7,14,0
503,2,32,1,1954,13,0,2,0
504,2,19,1,5000,43,0,4,0
505,1,6,1,11000,100,1,10,1
506,2,5,1,4793,10,0,17,0
507,2,19,1,5000,50,0,4,0
508,1,35,1,12000,11,8,11,0
509,2,44,2,5000,45,12,4,0
510,1,10,1,10098,12,3,10,0
511,2,15,1,566,66,0,41,0
512,2,46,1,6000,93,2,5,0
513,1,36,1,0,5,0,7,0
514,1,35,1,1489,29,2,12,0
515,1,10,1,13324,53,5,75,1
516,2,19,1,0,27,3,3,0
517,2,49,1,0,11,2,6,0
518,2,10,1,2595,7,2,10,0
519,1,7,1,12302,4,3,14,0
520,1,23,1,9674,3,12,10,0
521,1,44,1,1275,28,7,4,0
522,2,10,1,0,20,0,30,0
523,1,44,1,187,70,0,3,0
524,2,23,1,0,100,0,5,0
525,1,5,1,8403,28,0,11,1
526,2,32,1,2474,38,6,2,0
527,1,18,1,11000,11,8,10,1
528,1,28,1,0,12,0,19,0
529,1,16,1,3000,11,2,2,0
530,2,21,1,1017,19,0,6,0
531,1,35,1,163,15,0,15,0
532,1,21,1,12783,20,8,21,0
533,1,39,1,2000,39,0,1,0
534,2,27,1,5000,16,5,4,0
535,1,24,1,0,100,7,16,0
536,1,11,1,0,9,0,2,0
537,2,5,1,4000,5,6,3,0
538,2,23,1,4000,17,0,3,0
539,1,39,1,6000,39,0,5,0
540,2,23,1,8850,100,12,11,1
541,1,36,1,0,33,9,6,0
542,2,43,1,4000,5,0,3,0
543,1,31,1,10253,17,0,15,0
544,1,43,1,0,6,0,38,0
545,1,27,1,8490,6,1,9,0
546,2,6,1,4000,8,0,3,0
547,1,46,1,0,3,0,19,0
548,1,45,1,10000,85,30,9,1
549,1,6,1,0,25,2,5,0
550,1,48,1,0,57,0,4,0
551,1,36,2,4000,45,3,3,0
552,1,5,1,9000,8,0,8,0
553,2,21,1,1085,41,0,5,0
554,1,32,1,0,4,8,2,0
555,1,5,1,1065,21,5,2,0
556,2,19,1,1151,77,0,3,0
557,1,21,1,5000,8,0,4,0
558,2,20,1,4000,20,0,3,0
559,2,35,1,5000,25,0,4,0
560,2,17,1,3288,23,0,31,0
561,1,44,1,4561,25,2,21,0
562,2,50,1,2525,6,0,5,0
563,2,7,1,3327,2,11,5,0
564,2,39,1,5000,16,0,4,0
565,1,38,1,12161,48,3,12,0
566,1,5,1,5000,12,1,4,0
567,2,11,1,3819,20,0,32,0
568,1,5,1,14000,14,55,13,1
569,1,10,1,0,2,0,5,0
570,1,11,1,8000,17,60,7,0
571,2,11,1,1519,25,0,11,0
572,1,5,1,3000,79,5,2,0
573,2,18,1,3000,5,10,2,0
574,1,45,1,3021,42,0,6,0
575,1,16,1,5624,9,19,6,0
576,1,26,1,3000,24,12,2,0
577,1,23,1,3000,15,0,2,0
578,2,44,1,3000,49,0,2,0
579,1,11,1,2322,29,0,10,0
580,1,44,1,0,72,0,3,0
581,1,5,1,6000,3,0,5,0
582,1,3,1,6000,33,0,5,0
583,2,5,2,6000,5,2,5,0
584,2,15,1,0,46,0,24,0
585,2,35,1,3819,100,0,5,0
586,1,44,1,1707,50,1,8,0
587,1,11,1,4000,7,0,3,0
588,2,5,1,2983,8,0,11,0
589,2,24,1,7591,13,6,15,0
590,1,32,1,4000,37,10,3,0
591,2,23,1,0,79,0,11,0
592,1,35,1,12811,19,0,24,0
593,1,2,2,0,15,5,4,0
594,1,6,1,7000,6,2,6,0
595,2,44,1,1796,100,0,3,0
596,1,14,1,0,1,0,3,0
597,1,4,1,3796,4,0,34,0
598,1,41,1,10529,32,0,14,0
599,1,34,1,5000,12,0,4,0
600,1,23,1,0,22,0,75,0
601,2,29,1,4000,9,3,3,0
602,1,4,1,0,13,13,7,0
603,1,5,2,0,6,0,12,0
604,1,41,1,4976,20,3,7,0
605,2,11,1,9000,14,0,8,0
606,2,49,1,0,32,0,6,0
607,2,29,1,7033,10,5,10,0
608,1,49,1,12000,36,0,11,1
609,1,48,1,1096,42,11,13,0
610,2,46,1,4000,77,1,3,0
611,2,23,1,4000,4,0,3,0
612,1,14,1,0,22,31,6,0
613,1,44,1,254,39,1,2,0
614,2,10,1,0,9,0,47,0
615,1,34,1,4000,23,0,3,0
616,1,5,1,2000,17,2,1,0
617,1,17,1,1816,8,1,7,0
618,2,32,2,9017,16,0,10,0
619,1,25,1,19000,17,3,18,0
620,1,48,1,5000,23,0,4,0
621,1,6,1,2853,5,4,5,0
622,1,34,1,8001,100,5,16,0
623,1,41,1,0,8,3,6,0
624,1,2,1,3382,70,0,8,0
625,2,44,1,3000,29,0,2,0
626,2,39,1,9425,1,0,10,0
627,1,35,1,0,4,0,15,0
628,1,43,1,5000,75,1,4,0
629,1,29,1,674,5,0,17,0
630,2,7,1,2714,6,0,4,0
631,2,5,1,4000,11,0,3,0
632,2,24,1,0,57,39,6,0
633,2,5,1,3000,5,2,2,0
634,2,16,1,1519,28,6,5,0
635,1,17,1,5000,45,0,4,0
636,1,46,1,2847,12,1,3,0
637,1,15,1,0,5,0,7,0
638,1,5,1,7000,17,3,6,0
639,2,39,2,5000,2,4,4,0
640,2,39,1,12766,6,4,47,0
641,1,24,1,6000,9,0,5,0
642,2,38,1,0,17,8,1,0
643,1,4,1,7719,9,1,14,0
644,1,3,1,5000,33,0,4,0
645,1,36,1,3000,5,0,2,0
646,1,21,1,0,6,0,6,0
647,2,10,1,0,83,0,26,0
648,1,35,1,6000,27,0,5,0
649,1,21,1,0,35,1,5,0
650,1,20,1,3000,20,7,2,0
651,1,46,1,3000,9,0,2,0
652,2,29,1,5000,53,3,4,0
653,2,39,1,0,19,0,6,0
654,2,41,1,6000,33,1,5,0
655,1,5,1,4000,66,0,3,0
656,1,5,1,7300,10,0,18,0
657,1,35,1,14000,46,3,13,1
658,1,5,1,2102,22,0,6,0
659,2,10,1,3793,100,0,5,0
660,1,27,1,0,76,0,15,0
661,2,15,1,13000,23,0,12,0
662,1,5,1,1556,59,17,2,0
663,2,35,1,0,100,0,5,0
664,1,5,1,5000,9,0,4,0
665,1,10,1,4000,6,0,3,0
666,1,5,1,7820,14,17,14,0
667,2,5,1,0,9,0,14,0
668,2,5,1,8731,17,5,20,0
669,1,49,1,6000,15,53,5,0
670,1,26,1,0,8,0,4,0
671,2,23,1,6000,29,5,5,0
672,2,5,1,5000,28,0,4,0
673,1,35,1,155,19,0,3,0
674,1,44,1,0,15,0,4,0
675,2,12,1,6000,33,1,5,0
676,1,26,1,4823,2,0,12,0
677,1,43,1,1519,28,7,9,0
678,1,20,1,497,49,0,6,0
679,2,25,1,5000,8,1,4,0
680,1,9,1,0,5,0,9,0
681,2,44,1,399,20,11,30,0
682,2,49,1,7000,34,11,6,0
683,2,4,1,98,40,1,22,0
684,2,34,1,0,22,4,33,0
685,1,11,1,1849,7,8,6,0
686,1,38,1,0,19,2,4,0
687,1,44,1,0,14,22,25,0
688,1,10,1,8318,32,0,38,1
689,1,23,1,675,9,0,8,0
690,1,5,1,0,26,0,16,0
691,1,16,1,0,16,1,9,0
692,1,3,1,0,11,5,5,0
693,1,5,1,486,50,0,2,0
694,1,15,1,3000,6,0,2,0
695,2,35,1,4000,100,0,3,0
696,1,35,1,0,7,50,3,0
697,1,5,1,4000,7,0,3,0
698,1,39,1,3114,9,0,35,1
699,1,49,1,3000,5,0,2,0
700,1,20,1,0,17,0,5,0
701,1,32,1,5000,4,0,4,0
702,1,44,1,0,6,1,13,0
703,1,24,1,9254,8,6,13,0
704,1,5,1,3626,96,0,10,0
705,2,48,1,4000,48,4,3,0
706,2,44,1,4000,22,2,3,0
707,2,15,1,3917,11,0,5,0
708,1,43,1,687,23,0,4,0
709,1,11,1,1917,1,0,13,0
710,1,13,1,0,36,2,4,0
711,2,50,1,5000,6,3,4,0
712,1,5,1,4792,26,0,5,0
713,1,32,1,7000,17,0,6,0
714,1,5,1,0,15,1,8,0
715,2,36,1,0,6,0,4,0
716,2,8,1,0,26,0,3,0
717,1,20,1,0,18,9,6,0
718,1,32,1,0,76,0,3,0
719,1,17,1,3000,4,0,2,0
720,1,32,1,0,10,0,4,0
721,1,44,1,0,21,9,6,0
722,2,7,1,0,24,12,8,0
723,1,11,1,4000,58,0,3,0
724,2,44,2,787,31,0,5,0
725,2,4,1,0,20,0,10,0
726,1,7,1,9000,34,0,8,0
727,2,38,1,0,5,0,6,0
728,2,20,1,0,7,5,6,0
729,1,36,1,0,10,5,3,0
730,1,32,1,6000,36,0,5,0
731,1,5,1,0,9,3,4,0
732,1,5,1,0,26,0,9,0
733,1,44,1,0,18,0,12,0
734,2,25,1,14000,16,0,13,0
735,1,46,1,4720,70,0,12,0
736,2,44,1,12000,21,3,11,0
737,2,20,1,996,53,0,9,0
738,2,21,1,4000,83,1,3,0
739,1,15,1,6248,57,1,18,0
740,1,39,1,0,11,0,7,0
741,1,4,1,5559,15,0,8,0
742,2,10,1,0,3,6,15,0
743,2,11,2,9000,35,0,8,0
744,2,39,1,0,100,0,6,0
745,2,38,1,2000,56,3,1,0
